bnf_id,expected_uri,threshold,matched_uris,is_correct,num_matches,false_positives,search_time_ms
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0.75,0215IbnCabdAllahAnsari.HadithAnsari|0233YahyaIbnMacin.MacrifatRijal|0258IbnYahyaNaysaburi.Juz|0273AbuMacsharBalkhi.MukhtasarMudkhal|0298HadiIlaHaqqYahya.MinMasailIbnCubaydAllah|0298HadiIlaHaqqYahya.RaddCalaHasan|0324IbnMuhammadNaysaburi.Fawaid|0329IbnAhmadRabaci.Hadith|0331IbnMukhalladCattar.MuntaqaHadith|0350IbnAbiJarrah.Hadith|0350MuhammadIbnIbrahim.Fawaid|0365AbuAhmadMudari.Fawaid|0372AbuBakrDaqqaq.Hadith|0375IbnJacfarJabari.Ahadith|0385Daraqutni.FawaidMuntaqatDhuhli|0414HilalHaffar.Juz|0425Anonymous.FawaidIbnSaltWaAbiAhmadFaradi|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0450IbnYacqubDibaji.MinFawaid|0458Bayhaqi.MacrifatSunanWaAthar|0463AbuSacidGardizi.ZaynAkhbar|0488IbnWahhabHanbali.Masmucat|0498IbnMuhammadAbuBakrIsbahani.Juz|0510AbuKhattabKalwadhani.Hidaya|0525AbuQasimIbnHusayn.Amali|0563IbnCaliTamidhi.Juz|0576AbuTahirSilafi.Mashyakha|0578IbnBashkuwal.ShuyukhIbnWahb|0584HasanRassas.MukhtasarFiIthbatAcrad|0642TajDinIbnHammuyaJuwayni.Musalsalat|0643DiyaDinMaqdisi.Ahwal|0643DiyaDinMaqdisi.SifatNabi|0675AbuCabdAllahWarraq.Fawaid|0685IbnCibri.TarikhMukhtasarDuwal|0732AbuFida.MukhtasarFiAkhbar|0749AbuFathIbnMuhibb.Juz|0775IbnAbiWafa.Juz|0786ShamsDinKirmani.Kawakib|0794BadrDinZarkashi.TasilBuna|0807Makkudi.SharhCalaAlfiyya|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|0879MuhyiDinKafiyaji.MukhtasarFiCilmAthar|0909IbnMabrid.GhayatSul|1053MuhammadQasimFirishta.Tarikh|1189AbuHasanGulistana.MujmalTawarikh|1220MuhammadKhalilMarcashi.MajmacTawarikh|1331JurjiZaydan.AhmadIbnTulun|1366IliyasAbuShabaka.TarikhNapoleonBonaparte|1369AhmadHafizCawad.NapoleonFiMisr|1369MuhammadRida.Muhammad|1373MuhammadLutfiJumca.ThawratIslamWaBatalAnbiya|1375MuhammadHusaynHaykal.HayatMuhammad|1377CaliZarifAczami.TarikhBasra|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah|1414ZakiNajibMahmud.RuyaIslamiyya|1427NajibMahfuz.MisrQadima|1450IbnMukhtarSusi.DalilMuallafatMukhtar|1450MuhammadRiyad.Misr|1450MuhammadRiyad.Qahira|1450MuhammadSacidJamalDin.AkhbarSalajiqatRum|1450ShaymaCabdHakimTaha.FiQalbMisr|MS0090IstanbulTopkapi.H1653|MS0098TehranUL.Ms9067,True,65,64,2615.5
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0.8,0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0448HilalSabi.Tarikh|0732AbuFida.MukhtasarFiAkhbar|0786ShamsDinKirmani.Kawakib|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|1053MuhammadQasimFirishta.Tarikh|1366IliyasAbuShabaka.TarikhNapoleonBonaparte|1369AhmadHafizCawad.NapoleonFiMisr|1369MuhammadRida.Muhammad|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah|1450MuhammadRiyad.Misr|1450MuhammadRiyad.Qahira,True,14,13,2766.3
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0.85,0298HadiIlaHaqqYahya.RaddCalaHasan|0448HilalSabi.Tarikh|0732AbuFida.MukhtasarFiAkhbar|0786ShamsDinKirmani.Kawakib|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah|1450MuhammadRiyad.Misr|1450MuhammadRiyad.Qahira,True,10,9,2795.7
OAI_10884186,0732AbuFida.MukhtasarFiAkhbar,0.9,0448HilalSabi.Tarikh|0732AbuFida.MukhtasarFiAkhbar|0786ShamsDinKirmani.Kawakib|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1378YusufKaram.TabicaWaMaBacdaTabica|1383CabbasMahmudCaqqad.Allah|1450MuhammadRiyad.Misr|1450MuhammadRiyad.Qahira,True,9,8,2717.8
OAI_10884191,0845Maqrizi.Mawaciz,0.7,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0607IbnTabarzad.JuzShurut|0711IbnIbrahimCimadDinWasiti.Rihla|0845Maqrizi.Mawaciz|0845Maqrizi.Rasail|0877IbnMiftah.SharhAzhar|1240IbnMuhsinHimi.Tabsira|1299MuhammadCulayshMaliki.FathCali|1331JurjiZaydan.AhmadIbnTulun|1337IbnCabdAllahJundari.TarajimRijalFiSharhAzhar|1346IlyasAyyubi.MuhammadCali|1369MuhammadRida.Muhammad|1375MuhammadHusaynHaykal.HayatMuhammad|1377MuhammadCabdAllahDarraz.Din|1378CabdWahhabCazzam.MuhammadIqbal|1450Milani.NafahatAzhar,True,20,19,834.8
OAI_10884191,0845Maqrizi.Mawaciz,0.75,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz|0877IbnMiftah.SharhAzhar|1240IbnMuhsinHimi.Tabsira|1331JurjiZaydan.AhmadIbnTulun|1337IbnCabdAllahJundari.TarajimRijalFiSharhAzhar|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,11,10,823.5
OAI_10884191,0845Maqrizi.Mawaciz,0.8,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0385Daraqutni.FawaidMuntaqatDhuhli|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,7,6,848.7
OAI_10884191,0845Maqrizi.Mawaciz,0.85,0182AbuYusufYacqub.Athar|0298HadiIlaHaqqYahya.RaddCalaHasan|0584IbnMunqidhShayzari.Ictibar|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,False,5,5,756.0
OAI_10884191,0845Maqrizi.Mawaciz,0.9,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,False,4,4,789.2
OAI_11000928,0874IbnTaghribirdi,0.7,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|0430IbnHaytham.HayatCalam|0944IbnDaybac.NashrMahasin|1331JurjiZaydan.HajjajIbnYusuf|1332IbnMuhammadJamalDinQasimi.MahasinTawil|1354RashidRida.Khilafa|1377MuhammadCabdAllahDarraz.Din|1450MuhammadYahyaCizzan.QurashiyyatKhilafa,False,9,9,995.5
OAI_11000928,0874IbnTaghribirdi,0.75,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|1354RashidRida.Khilafa|1377MuhammadCabdAllahDarraz.Din,False,4,4,978.5
OAI_11000928,0874IbnTaghribirdi,0.8,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|1354RashidRida.Khilafa|1377MuhammadCabdAllahDarraz.Din,False,4,4,995.4
OAI_11000928,0874IbnTaghribirdi,0.85,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|1354RashidRida.Khilafa|1377MuhammadCabdAllahDarraz.Din,False,4,4,1041.8
OAI_11000928,0874IbnTaghribirdi,0.9,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|1354RashidRida.Khilafa|1377MuhammadCabdAllahDarraz.Din,False,4,4,1026.1
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0.7,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|0385Daraqutni.FawaidMuntaqatDhuhli|0607IbnTabarzad.JuzShurut|0711IbnIbrahimCimadDinWasiti.Rihla|0845Maqrizi.Rasail|0874IbnTaghribirdi.NujumZahira|0944IbnDaybac.NashrMahasin|1061NajmDinGhazzi.KawakibSaira|1299MuhammadCulayshMaliki.FathCali|1331JurjiZaydan.AhmadIbnTulun|1331JurjiZaydan.HajjajIbnYusuf|1332IbnMuhammadJamalDinQasimi.MahasinTawil|1374AhmadZakiAbuShadi.MinSama|1377MuhammadCabdAllahDarraz.Din|1412YusufIdris.AkhirDunya|1423TharwatAbaza.KhuyutSama|1450ZahraSami.SanicNujum,True,18,17,947.8
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0.75,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|0385Daraqutni.FawaidMuntaqatDhuhli|0874IbnTaghribirdi.NujumZahira|1331JurjiZaydan.AhmadIbnTulun|1374AhmadZakiAbuShadi.MinSama|1377MuhammadCabdAllahDarraz.Din|1412YusufIdris.AkhirDunya,True,8,7,949.1
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0.8,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|0385Daraqutni.FawaidMuntaqatDhuhli|0874IbnTaghribirdi.NujumZahira|1374AhmadZakiAbuShadi.MinSama|1377MuhammadCabdAllahDarraz.Din,True,6,5,933.9
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0.85,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|0874IbnTaghribirdi.NujumZahira|1377MuhammadCabdAllahDarraz.Din,True,4,3,940.3
OAI_11000947,0874IbnTaghribirdi.NujumZahira,0.9,0274AhmadBarqi.Mahasin|0320IbnMuhammadBayhaqi.Mahasin|1377MuhammadCabdAllahDarraz.Din,False,3,3,932.9
OAI_11000949,0911Suyuti.HusnMuhadara,0.7,0292IbnCaliMarwazi.MusnadAbiBakr|0365IbnFaqihHamadhani.Buldan|0388IbnHasanHatimi.HilyatMuhadara|0451IbnCushariHanbali.FadailAbiBakr|0728IbnTaymiyya.FadlAbiBakr|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|0911Suyuti.HusnMuhadara|0926ZakariyyaAnsari.FathRahman|0928MujirDinCulaymi.FathRahman|0957ShihabDinRamli.FathRahman|1320NuriTabarsi.NafsRahman|1328MuhammadJawadBalaghi.AlaRahman|1331JurjiZaydan.CabdRahmanNasir|1331JurjiZaydan.SharlWaCabdRahman|1377MuhammadCabdAllahDarraz.Din|1383CabbasMahmudCaqqad.CabdRahmanKawakibi,True,16,15,663.9
OAI_11000949,0911Suyuti.HusnMuhadara,0.75,0388IbnHasanHatimi.HilyatMuhadara|0728IbnTaymiyya.FadlAbiBakr|0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|0911Suyuti.HusnMuhadara|1328MuhammadJawadBalaghi.AlaRahman|1331JurjiZaydan.CabdRahmanNasir|1377MuhammadCabdAllahDarraz.Din,True,7,6,662.8
OAI_11000949,0911Suyuti.HusnMuhadara,0.8,0808IbnCimadDinShihabDinAqfahsi.AkhbarNilMisr|0911Suyuti.HusnMuhadara|1331JurjiZaydan.CabdRahmanNasir|1377MuhammadCabdAllahDarraz.Din,True,4,3,664.1
OAI_11000949,0911Suyuti.HusnMuhadara,0.85,0911Suyuti.HusnMuhadara|1377MuhammadCabdAllahDarraz.Din,True,2,1,665.0
OAI_11000949,0911Suyuti.HusnMuhadara,0.9,0911Suyuti.HusnMuhadara|1377MuhammadCabdAllahDarraz.Din,True,2,1,648.1
OAI_11000954,0845Maqrizi.Mawaciz,0.7,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,3,2,584.2
OAI_11000954,0845Maqrizi.Mawaciz,0.75,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,3,2,598.8
OAI_11000954,0845Maqrizi.Mawaciz,0.8,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar|0845Maqrizi.Mawaciz,True,3,2,580.3
OAI_11000954,0845Maqrizi.Mawaciz,0.85,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar,False,2,2,600.5
OAI_11000954,0845Maqrizi.Mawaciz,0.9,0182AbuYusufYacqub.Athar|0584IbnMunqidhShayzari.Ictibar,False,2,2,584.0
OAI_11001068,0697IbnWasil.MufarrijKurub,0.7,0262CumarIbnShabba.TarikhMadina|0298HadiIlaHaqqYahya.MinMasailCalawi|0298HadiIlaHaqqYahya.RaddCalaHasan|0398MaslamaMajriti.FaslLaysaMinKitab|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0463AbuSacidGardizi.ZaynAkhbar|0520IbnWalidTurtushi.SirajMuluk|0580IbnCimrani.InbaFiTarikhKhulafa|0697IbnWasil.MufarrijKurub|0725BaybarsMansuri.MukhtarAkhbar|0800IbnCabdRahmanCuthmani.TarikhSafad|0911Suyuti.TarikhKhulafa|1048MalikShahSistani.IhyaMuluk|1052HaqqiDihlawi.AkhbarAkhyar|1053MuhammadQasimFirishta.Tarikh|1331JurjiZaydan.AhmadIbnTulun|1338AbuMuslimBahlani.Diwan|1346IlyasAyyubi.MuhammadCali|1359SulaymanBaruni.RisalaIlaSalimRawahi|1369MuhammadRida.Muhammad|1375MuhammadHusaynHaykal.HayatMuhammad|1376IbrahimZaydan.NawadirKhulafa|1377MuhammadCabdAllahDarraz.Din|1378CabdWahhabCazzam.MuhammadIqbal|1379KamilKilani.MasaricKhulafa,True,26,25,1147.8
OAI_11001068,0697IbnWasil.MufarrijKurub,0.75,0298HadiIlaHaqqYahya.RaddCalaHasan|0398MaslamaMajriti.FaslLaysaMinKitab|0443AbuSacidGardizi.ZaynAkhbar|0448HilalSabi.Tarikh|0463AbuSacidGardizi.ZaynAkhbar|0580IbnCimrani.InbaFiTarikhKhulafa|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,11,10,1075.9
OAI_11001068,0697IbnWasil.MufarrijKurub,0.8,0298HadiIlaHaqqYahya.RaddCalaHasan|0398MaslamaMajriti.FaslLaysaMinKitab|0448HilalSabi.Tarikh|0580IbnCimrani.InbaFiTarikhKhulafa|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,9,8,1090.9
OAI_11001068,0697IbnWasil.MufarrijKurub,0.85,0298HadiIlaHaqqYahya.RaddCalaHasan|0398MaslamaMajriti.FaslLaysaMinKitab|0448HilalSabi.Tarikh|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,8,7,1073.7
OAI_11001068,0697IbnWasil.MufarrijKurub,0.9,0398MaslamaMajriti.FaslLaysaMinKitab|0448HilalSabi.Tarikh|0697IbnWasil.MufarrijKurub|0911Suyuti.TarikhKhulafa|1053MuhammadQasimFirishta.Tarikh|1369MuhammadRida.Muhammad|1377MuhammadCabdAllahDarraz.Din,True,7,6,1090.6
