openiti_uri,bnf_id,bnf_field,openiti_field,query,target,score_simple,score_token_set,match_0.7,match_0.75,match_0.8,match_0.85,match_0.9,is_expected
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_lat,all_lat,"ASCARI, Joseph.",Tajrid Tawhid,14.00,38.00,,,,,True,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,True,,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,True,,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,,True,,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,,,True,,True
0845Maqrizi,OAI_10884186,all_ara,all_ara,‬مختصر في أخبار البشر,تجريد التوحيد المفيد,39.00,45.00,,,,,True,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,True,,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,True,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,True,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,,True,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,,,True,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,True,,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,True,,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,True,,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,,True,,True
0845Maqrizi.Mawaciz,OAI_10884191,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Hawadith Duhur,15.00,20.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,حوادث الدهور في مدى الأيام و الشهور,41.00,41.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Manhal Safi,19.00,25.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,"مَنْشأ اللطافة فى ذكر من ولى الخلافة « Source de l'agrément, traité renfermant la mention de ceux qui ont rempli les fonctions de calife », par Aboû ʾl-Maḥâsin Yoûsof ibn Taghrî Bardî (en turc, تكرى وردى Deus dedit), mort en 874 de l'hégire (1469-1470 de J",al-Manhal al-Ṣāfī wa-l-Mustawfā Baʿda l-Wāfī,15.00,19.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Mawrid Latafa,22.00,24.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Mawrid Latafa,22.00,24.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Mawrid Latafa,22.00,24.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Mawrid Latafa,22.00,24.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),Mawrid Latafa,22.00,24.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,مورد اللطافة في من ولي السلطنة والخلافة :: مرد اللطافة في من ولي السلطنة والخلافة,47.00,60.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,مورد اللطافة في من ولي السلطنة والخلافة :: مرد اللطافة في من ولي السلطنة والخلافة,47.00,60.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,مورد اللطافة في من ولي السلطنة والخلافة :: مرد اللطافة في من ولي السلطنة والخلافة,47.00,60.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,مورد اللطافة في من ولي السلطنة والخلافة :: مرد اللطافة في من ولي السلطنة والخلافة,47.00,60.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,مورد اللطافة في من ولي السلطنة والخلافة :: مرد اللطافة في من ولي السلطنة والخلافة,47.00,60.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,31.00,34.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,31.00,34.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,31.00,34.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,31.00,34.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_lat,all_lat,YŪSUF ibn Taġrī Bardī (Ğamāl al-Dīn Abū al-Maḥāsin),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,31.00,34.00,,,,,True,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,النجوم الزاهرة في ملوك مصر والقاهرة,52.00,46.00,True,,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,النجوم الزاهرة في ملوك مصر والقاهرة,52.00,46.00,,True,,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,النجوم الزاهرة في ملوك مصر والقاهرة,52.00,46.00,,,True,,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,النجوم الزاهرة في ملوك مصر والقاهرة,52.00,46.00,,,,True,,True
0874IbnTaghribirdi,OAI_11000928,all_ara,all_ara,منشا اللطافة فى ذكر من ولى الخلافة,النجوم الزاهرة في ملوك مصر والقاهرة,52.00,46.00,,,,,True,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,28.00,36.00,True,,,,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,28.00,36.00,,True,,,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,28.00,36.00,,,True,,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,28.00,36.00,,,,True,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Nuǧūm al-zāhiraŧ fī mulūk Miṣr wa-l-Qāhiraŧ,28.00,36.00,,,,,True,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_ara,all_ara,النجوم الزاهرة فى ملوك مصر و القاهرة,النجوم الزاهرة في ملوك مصر والقاهرة,96.00,87.00,True,,,,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_ara,all_ara,النجوم الزاهرة فى ملوك مصر و القاهرة,النجوم الزاهرة في ملوك مصر والقاهرة,96.00,87.00,,True,,,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_ara,all_ara,النجوم الزاهرة فى ملوك مصر و القاهرة,النجوم الزاهرة في ملوك مصر والقاهرة,96.00,87.00,,,True,,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_ara,all_ara,النجوم الزاهرة فى ملوك مصر و القاهرة,النجوم الزاهرة في ملوك مصر والقاهرة,96.00,87.00,,,,True,,True
0874IbnTaghribirdi.NujumZahira,OAI_11000947,all_ara,all_ara,النجوم الزاهرة فى ملوك مصر و القاهرة,النجوم الزاهرة في ملوك مصر والقاهرة,96.00,87.00,,,,,True,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_lat,all_lat,Exemplaire de la première édition.,Husn Muhadara,17.00,27.00,True,,,,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_lat,all_lat,Exemplaire de la première édition.,Husn Muhadara,17.00,27.00,,True,,,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_lat,all_lat,Exemplaire de la première édition.,Husn Muhadara,17.00,27.00,,,True,,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_lat,all_lat,Exemplaire de la première édition.,Husn Muhadara,17.00,27.00,,,,True,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_lat,all_lat,Exemplaire de la première édition.,Husn Muhadara,17.00,27.00,,,,,True,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_ara,all_ara,كتاب حسن المحاضرة فى اخبار مصر و القاهرة,حسن المحاضرة في أخبار مصر و القاهرة,88.00,88.00,True,,,,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_ara,all_ara,كتاب حسن المحاضرة فى اخبار مصر و القاهرة,حسن المحاضرة في أخبار مصر و القاهرة,88.00,88.00,,True,,,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_ara,all_ara,كتاب حسن المحاضرة فى اخبار مصر و القاهرة,حسن المحاضرة في أخبار مصر و القاهرة,88.00,88.00,,,True,,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_ara,all_ara,كتاب حسن المحاضرة فى اخبار مصر و القاهرة,حسن المحاضرة في أخبار مصر و القاهرة,88.00,88.00,,,,True,,True
0911Suyuti.HusnMuhadara,OAI_11000949,all_ara,all_ara,كتاب حسن المحاضرة فى اخبار مصر و القاهرة,حسن المحاضرة في أخبار مصر و القاهرة,88.00,88.00,,,,,True,True
0845Maqrizi.Mawaciz,OAI_11000954,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,True,,,,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,True,,,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,True,,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,,True,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_lat,all_lat,AḤMAD ibn ʿAlī al-Maqrīzī (Taqī al-Dīn),al-Mawāʿiẓ wa al-ʾiʿtibār bi-ḏikr al-ḫuṭaṭ wa al-āṯār :: al-Ḫuṭaṭ al-Miḳrīziyyaŧ,30.00,37.00,,,,,True,True
0845Maqrizi.Mawaciz,OAI_11000954,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,True,,,,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,True,,,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,True,,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,,True,,True
0845Maqrizi.Mawaciz,OAI_11000954,all_ara,all_ara,كتاب المواعظ و الاعتبار فى ذكر الخطط و الآثار,المواعظ و الإعتبار بذكر الخطط و الآثار :: الخطط المقريزية,71.00,76.00,,,,,True,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_lat,all_lat,Mufarriğ al-kurūb fī aḫbār mulūk Banī Ayyūb,Mufarriǧ al-kurūb fī aḫbār Banī Ayyūb,90.00,90.00,True,,,,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_lat,all_lat,Mufarriğ al-kurūb fī aḫbār mulūk Banī Ayyūb,Mufarriǧ al-kurūb fī aḫbār Banī Ayyūb,90.00,90.00,,True,,,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_lat,all_lat,Mufarriğ al-kurūb fī aḫbār mulūk Banī Ayyūb,Mufarriǧ al-kurūb fī aḫbār Banī Ayyūb,90.00,90.00,,,True,,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_lat,all_lat,Mufarriğ al-kurūb fī aḫbār mulūk Banī Ayyūb,Mufarriǧ al-kurūb fī aḫbār Banī Ayyūb,90.00,90.00,,,,True,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_lat,all_lat,Mufarriğ al-kurūb fī aḫbār mulūk Banī Ayyūb,Mufarriǧ al-kurūb fī aḫbār Banī Ayyūb,90.00,90.00,,,,,True,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_ara,all_ara,مفرّج الكروب في أخبار بني ايوب,مفرج الكروب في أخبار بني أيوب,95.00,92.00,True,,,,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_ara,all_ara,مفرّج الكروب في أخبار بني ايوب,مفرج الكروب في أخبار بني أيوب,95.00,92.00,,True,,,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_ara,all_ara,مفرّج الكروب في أخبار بني ايوب,مفرج الكروب في أخبار بني أيوب,95.00,92.00,,,True,,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_ara,all_ara,مفرّج الكروب في أخبار بني ايوب,مفرج الكروب في أخبار بني أيوب,95.00,92.00,,,,True,,True
0697IbnWasil.MufarrijKurub,OAI_11001068,all_ara,all_ara,مفرّج الكروب في أخبار بني ايوب,مفرج الكروب في أخبار بني أيوب,95.00,92.00,,,,,True,True
